PROGRAM_NAME,PROGRAM_URL,CATALOG_NAME,LAST_UPDATED,ID,TITLE,DESCRIPTION,LINK,IMPRESSION_URL,IMAGE_LINK,MOBILE_LINK,ADDITIONAL_IMAGE_LINK,AVAILABILITY,AVAILABILITY_DATE,EXPIRATION_DATE,PRICE,SALE_PRICE,SALE_PRICE_EFFECTIVE_DATE,UNIT_PRICING_MEASURE,UNIT_PRICING_BASE_MEASURE,INSTALLMENT,LOYALTY_POINTS,GOOGLE_PRODUCT_CATEGORY,GOOGLE_PRODUCT_CATEGORY_NAME,PRODUCT_TYPE,BRAND,GTIN,MPN,IDENTIFIER_EXISTS,CONDITION,ADULT,MULTIPACK,IS_BUNDLE,ENERGY_EFFICIENCY_CLASS,AGE_GROUP,COLOR,GENDER,MATERIAL,PATTERN,SIZE,SIZE_TYPE,SIZE_SYSTEM,ITEM_GROUP_ID,CUSTOM_LABEL_0,CUSTOM_LABEL_1,CUSTOM_LABEL_2,CUSTOM_LABEL_3,CUSTOM_LABEL_4,PROMOTION_ID,SHIPPING_LABEL,SHIPPING_WEIGHT,SHIPPING_LENGTH,SHIPPING_WIDTH,SHIPPING_HEIGHT,MINHANDLINGTIME,MAXHANDLINGTIME,PRODUCT_LENGTH,PRODUCT_WIDTH,PRODUCT_HEIGHT,PRODUCT_WEIGHT,PRODUCT_HIGHLIGHT,ADS_REDIRECT,SHOPPING_ADS_EXCLUDED_COUNTRY,SHIPS_FROM_COUNTRY,TRANSIT_TIME_LABEL,COST_OF_GOODS_SOLD,SHIPPING(COUNTRY:REGION:SERVICE:PRICE),SHIPPING(MIN_HANDLING_TIME),SHIPPING(MAX_HANDLING_TIME),SHIPPING(PRICE),SHIPPING(COUNTRY),SHIPPING(MIN_TRANSIT_TIME),SHIPPING(MAX_TRANSIT_TIME),SHIPPING(COUNTRY:POSTAL_CODE:SERVICE:PRICE),SHIPPING(COUNTRY:LOCATION_ID:SERVICE:PRICE),SHIPPING(COUNTRY:LOCATION_GROUP_NAME:SERVICE:PRICE),TAX(RATE:COUNTRY:TAX_SHIP:REGION),TAX(RATE:COUNTRY:TAX_SHIP:POSTAL_CODE),TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_ID),TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_GROUP_NAME),SUBSCRIPTION_COST(PERIOD),SUBSCRIPTION_COST(PERIOD_LENGTH),SUBSCRIPTION_COST(AMOUNT),PRODUCT_DETAIL(SECTION_NAME),PRODUCT_DETAIL(ATTRIBUTE_NAME),PRODUCT_DETAIL(ATTRIBUTE_VALUE),CERTIFICATION(CERTIFICATION_AUTHORITY:CERTIFICATION_NAME:CERTIFICATION_CODE:CERTIFICATION_VALUE)
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.328-07:00,CGOR030-SP-1000,Bold & Boutique Sampler,Bold & Boutique Sampler,https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fsamplers%2Fthanksgiving-sampler%2FCGOR030-SP-1000.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw17946d5d/images/Samplers/Thanksgiving-Sampler/CGOR030-SP.jpg,,,out of stock,,,49.99 USD,,,,,,,,,,Mixed Brand Sampler,,CGOR030-SP-1000,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.329-07:00,CGOR031-SP-1000,Creamy Connecticut Sampler,Creamy Connecticut Sampler,https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fsamplers%2Fnew-years-sampler%2FCGOR031-SP.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dwf9dc33cb/images/Samplers/New-Years_Sampler/CGOR031-SP.jpg,,,out of stock,,,44.99 USD,,,,,,,,,,Mixed Brand Sampler,,CGOR031-SP-1000,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.329-07:00,CGOR034-SP-1000,Best Small Cigars Sampler,Best Small Cigars Sampler,https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fsamplers%2Fall-samplers%2Fbest-small-cigars-sampler%2FCGOR034-SP.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw56a26f40/images/Samplers/Best-Small-Cigar-Sampler/CGOR034-SP.jpg,,,out of stock,,,39.99 USD,,,,,,,,,,Mixed Brand Sampler,,CGOR034-SP-1000,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.330-07:00,CGOR035-SP-1000,Best Medium-Bodied Sampler,Best Medium-Bodied Sampler,https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fsamplers%2Fbest-medium-bodied-sampler%2FCGOR035-SP.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw9b9106f2/images/Samplers/Best-Medium-Bodied-Sampler/CGOR035-SP.jpg,,,out of stock,,,44.99 USD,,,,,,,,,,Mixed Brand Sampler,,CGOR035-SP-1000,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.331-07:00,CGOR036-SP-1000,Fan Favorite Sampler,Fan Favorite Sampler,https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fsamplers%2Ffan-favorite-sampler%2FCGOR036-SP.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/on/demandware.static/-/Sites-cigora-master-catalog/default/dw21fc5fe4/images/Samplers/Fan%20Favorites%20Sampler/CGOR036-SP.jpg,,,out of stock,,,89.99 USD,,,,,,,,,,Mixed Brand Sampler,,CGOR036-SP-1000,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.332-07:00,CHF-PM-1000,"""Cohiba Nicaragua N6x60 (6.0"""" x 60)""","""Cohiba Nicaragua N6x60 (6.0"""" x 60)""",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,in stock,,,23.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1000,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.333-07:00,CHF-PM-1001,"""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""","""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,15.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1001,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.334-07:00,CHF-PM-1002,"""Cohiba Nicaragua N6x60 (6.0"""" x 60)""","""Cohiba Nicaragua N6x60 (6.0"""" x 60)""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,107.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1002,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.335-07:00,CHF-PM-1003,"""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""","""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,67.00 USD,,,,,,,,,,Cohiba,,CHF-PM-1003,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.335-07:00,CHF-PM-1004,"""Cohiba Nicaragua N5.5x54 (5.5"""" x 54) - Insert Program""","""Cohiba Nicaragua N5.5x54 (5.5"""" x 54) - Insert Program""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,16.49 USD,,,,,,,,,,Cohiba,,CHF-PM-1004,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.336-07:00,CHF-PM-1005,"""Cohiba Nicaragua N5.5x54 (5.5"""" x 54)""","""Cohiba Nicaragua N5.5x54 (5.5"""" x 54)""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,18.29 USD,,,,,,,,,,Cohiba,,CHF-PM-1005,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.337-07:00,CHF-PM-1006,"""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""","""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,127.93 USD,,,,,,,,,,Cohiba,,CHF-PM-1006,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.339-07:00,CHF-PM-1007,"""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""","""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,319.82 USD,,,,,,,,,,Cohiba,,CHF-PM-1007,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.340-07:00,CHF-PM-1008,"""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""","""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,191.89 USD,,,,,,,,,,Cohiba,,CHF-PM-1008,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.341-07:00,CHF-PM-1010,"""Cohiba Nicaragua Pequenos (4.2"""" x 36)""","""Cohiba Nicaragua Pequenos (4.2"""" x 36)""",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,22.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1010,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.342-07:00,CHF-PM-1011,"""Cohiba Nicaragua Pequenos (4.2"""" x 36)""","""Cohiba Nicaragua Pequenos (4.2"""" x 36)""",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,in stock,,,119.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1011,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.343-07:00,CHF-PM-1012,"""Cohiba Nicaragua N6x60 (6.0"""" x 60)""","""Cohiba Nicaragua N6x60 (6.0"""" x 60)""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,in stock,,,304.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1012,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.344-07:00,CHF-PM-1013,"""Cohiba Nicaragua N5.5x54 (5.5"""" x 54)""","""Cohiba Nicaragua N5.5x54 (5.5"""" x 54)""",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,82.50 USD,,,,,,,,,,Cohiba,,CHF-PM-1013,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.345-07:00,CHF-PM-1014,"""Cohiba Nicaragua Pequenos (4.2"""" x 36)""","""Cohiba Nicaragua Pequenos (4.2"""" x 36)""",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,in stock,,,26.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1014,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.346-07:00,CHF-PM-1015,"""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""","""Cohiba Nicaragua N5x50 (No Tube) (5.0"""" x 50)""",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,102.34 USD,,,,,,,,,,Cohiba,,CHF-PM-1015,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.347-07:00,CHF-PM-1016,"""Cohiba Nicaragua N4x45 (4.0"""" x 45)""","""Cohiba Nicaragua N4x45 (4.0"""" x 45)""",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,196.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1016,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.348-07:00,CHF-PM-1017,"""Cohiba Nicaragua N5.5x54 (5.5"""" x 54)""","""Cohiba Nicaragua N5.5x54 (5.5"""" x 54)""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,234.11 USD,,,,,,,,,,Cohiba,,CHF-PM-1017,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.349-07:00,CHF-PM-1018,"""Cohiba Nicaragua N4x45 (4.0"""" x 45)""","""Cohiba Nicaragua N4x45 (4.0"""" x 45)""",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,15.39 USD,,,,,,,,,,Cohiba,,CHF-PM-1018,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.350-07:00,CHF-PM-1019,"""Cohiba Nicaragua N4x45 (4.0"""" x 45)""","""Cohiba Nicaragua N4x45 (4.0"""" x 45)""",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,69.50 USD,,,,,,,,,,Cohiba,,CHF-PM-1019,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.351-07:00,CHF-PM-1020,"""Cohiba Nicaragua N5x50 En Crystale (5.0"""" x 50)""","""Cohiba Nicaragua N5x50 En Crystale (5.0"""" x 50)""",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,out of stock,,,110.66 USD,,,,,,,,,,Cohiba,,CHF-PM-1020,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.352-07:00,CHF-PM-1025,"""Cohiba Nicaragua N4.8x50 (4.8"""" x 50)""","""Cohiba Nicaragua N4.8x50 (4.8"""" x 50)""",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,in stock,,,243.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1025,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.353-07:00,CHF-PM-1026,"""Cohiba Nicaragua N5.2x54 (5.2"""" x 54)""","""Cohiba Nicaragua N5.2x54 (5.2"""" x 54)""",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,in stock,,,289.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1026,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
Cigora,http://www.cigora.com,Cigora Products Feed 2,2025-05-14T08:20:11.354-07:00,CHF-PM-1027,"""Cohiba Nicaragua N5x52 En Crystale (5.0"""" x 52)""","""Cohiba Nicaragua N5x52 En Crystale (5.0"""" x 52)""",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,https://www.awltovhc.com/image-101532120-17074123,https://www.cigora.com/dw/image/v2/BGGB_PRD/on/demandware.static/-/Sites-cigora-master-catalog/default/dw514ad5a8/images/Cohiba/Cohiba-Nicaragua/CHF-PM+BX016+5554-02_cu.jpg,,,in stock,,,136.99 USD,,,,,,,,,,Cohiba,,CHF-PM-1027,yes,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,
